Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"SOBIA",,"Sorghum bicolor (L.) Moench ssp. arundinaceum (Desv.) de Wet & Harlan",common wild sorghum
"SOBIB",,"Sorghum bicolor (L.) Moench ssp. bicolor ",grain sorghum
"SOBID",,"Sorghum bicolor (L.) Moench ssp. drummondii (Nees ex Steud.) de Wet & Harlan",Sudangrass
"SOHA",,"Sorghum halepense (L.) Pers.",Johnsongrass
"SPAM",,"Sparganium americanum Nutt.",American bur-reed
"SPAL",,"Spartina alterniflora Loisel.",smooth cordgrass
"SPBA",,"Spartina bakeri Merr.",sand cordgrass
"SPCY",,"Spartina cynosuroides (L.) Roth",big cordgrass
"SPPA",,"Spartina patens (Aiton) Muhl.",saltmeadow cordgrass
"SPSP",,"Spartina spartinae (Trin.) Merr. ex Hitchc.",gulf cordgrass
"SPCA2",,"Spathodea campanulata P. Beauv.",African tuliptree
"SPPL",,"Spathoglottis plicata Blume",Philippine ground orchid
"SPAR",,"Spergula arvensis L.",corn spurry
"SPSA5",,"Spergularia salina J. Presl & C. Presl",salt sandspurry
"SPAS2",,"Spermacoce assurgens Ruiz & Pav.",woodland false buttonweed
"SPDE3",,"Spermacoce densiflora (DC.) Alain",bouquet false buttonweed
"SPFL4",,"Spermacoce floridana Urb.",Florida false buttonweed
"SPGL2",,"Spermacoce glabra Michx.",smooth false buttonweed
"SPPR4",,"Spermacoce prostrata Aubl.",prostrate false buttonweed
"SPTE8",,"Spermacoce terminalis (Small) Kartesz & Gandhi",Everglades Key false buttonweed
"SPTE6",,"Spermacoce tetraquetra A. Rich.",pineland false buttonweed
"SPVE2",,"Spermacoce verticillata L.",shrubby false buttonweed
"SPDI2",,"Spermolepis divaricata (Walter) Raf. ex Ser.",roughfruit scaleseed
"SPEC2",,"Spermolepis echinata (Nutt. ex DC.) A. Heller",bristly scaleseed
"SPIN",,"Spermolepis inermis (Nutt. ex DC.) Mathias & Constance",Red River scaleseed
"SPTR6",,"Sphagneticola trilobata (L.) Pruski",Bay Biscayne creeping-oxeye
"SPCA16",,"Sphagnum carolinianum R.E. Andrus",Carolina sphagnum
"SPCO70",,"Sphagnum compactum DC.",low sphagnum
"SPPO9",,"Sphagnum portoricense Hampe",Puerto Rico sphagnum
"SPST9",,"Sphagnum strictum Sull.",sphagnum
"SPZE",,"Sphenoclea zeylanica Gaertn.",chickenspike
"SPFI",,"Sphenopholis filiformis (Chapm.) Scribn.",longleaf wedgescale
"SPIN3",,"Sphenopholis intermedia (Rydb.) Rydb.",slender wedgescale
"SPNI",,"Sphenopholis nitida (Biehler) Scribn.",shiny wedgescale
"SPOB",,"Sphenopholis obtusata (Michx.) Scribn.",prairie wedgescale
"SPPE3",,"Sphenopholis pensylvanica (L.) Hitchc.",swamp wedgescale
"SPAN4",,"Spigelia anthelmia L.",West Indian pinkroot
"SPGE",,"Spigelia gentianoides Chapm. ex A. DC.",purpleflower pinkroot
"SPGEG",,"Spigelia gentianoides Chapm. ex A. DC. var. gentianoides ",purpleflower pinkroot
"SPLO3",,"Spigelia loganioides (Torr. & A. Gray ex Endl. & Fenzl) A. DC.",Florida pinkroot
"SPMA3",,"Spigelia marilandica (L.) L.",woodland pinkroot
"SPFO5",,"Spiranthes ×folsomii P.M. Brown [longilabris × odorata]",lady's tresses
"SPIT",,"Spiranthes ×itchetuckneensis P.M. Brown [ovalis × odorata]",lady's tresses
"SPME6",,"Spiranthes ×meridionalis P.M. Brown [praecox × vernalis]",lady's tresses
"SPAM7",,"Spiranthes amesiana Schltr.",Ames' lady's tresses
"SPBR",,"Spiranthes brevilabris Lindl.",Texas lady's tresses
"SPEA",,"Spiranthes eatonii Ames ex P.M. Brown",Eaton's lady's tresses
"SPFL10",,"Spiranthes floridana (Wherry) Cory",Florida lady's tresses
"SPLA4",,"Spiranthes lacera (Raf.) Raf.",northern slender lady's tresses
"SPLAG",,"Spiranthes lacera (Raf.) Raf. var. gracilis (Bigelow) Luer",northern slender lady's tresses
"SPLA3",,"Spiranthes laciniata (Small) Ames",lacelip lady's tresses
"SPLO2",,"Spiranthes longilabris Lindl.",giantspiral lady's tresses
"SPOD",,"Spiranthes odorata (Nutt.) Lindl.",marsh lady's tresses
"SPOV",,"Spiranthes ovalis Lindl.",October lady's tresses
"SPOVE",,"Spiranthes ovalis Lindl. var. erostellata Catling",October lady's tresses
"SPOVO",,"Spiranthes ovalis Lindl. var. ovalis ",October lady's tresses
"SPPR2",,"Spiranthes praecox (Walter) S. Watson",greenvein lady's tresses
"SPTO5",,"Spiranthes torta (Thunb.) Garay & H.R. Sweet",southern lady's tresses
"SPTU",,"Spiranthes tuberosa Raf.",little lady's tresses
"SPVE",,"Spiranthes vernalis Engelm. & A. Gray",spring lady's tresses
"SPPO",,"Spirodela polyrrhiza (L.) Schleid.",common duckmeat
"SPOB2",,"Splachnobryum obtusum (Brid.) Müll. Hal.",splachnobryum moss
"SPPU",,"Spondias purpurea L.",purple mombin
"SPCL",,"Sporobolus clandestinus (Biehler) Hitchc.",rough dropseed
"SPCU",,"Sporobolus curtissii (Vasey ex Beal) Small ex Scribn.",Curtis' dropseed
"SPDO2",,"Sporobolus domingensis (Trin.) Kunth",coral dropseed
"SPFL3",,"Sporobolus floridanus Chapm.",Florida dropseed
"SPIN4",,"Sporobolus indicus (L.) R. Br.",smut grass
"SPINI2",,"Sporobolus indicus (L.) R. Br. var. indicus ",smut grass
"SPINP2",,"Sporobolus indicus (L.) R. Br. var. pyramidalis (P. Beauv.) Veldkamp",West Indian dropseed
"SPJU",,"Sporobolus junceus (P. Beauv.) Kunth",pineywoods dropseed
"SPPY2",,"Sporobolus pyramidatus (Lam.) Hitchc.",Madagascar dropseed
"SPSI2",,"Sporobolus silveanus Swallen",Silveus' dropseed
"SPTE3",,"Sporobolus tenuissimus (Mart. ex Schrank) Kuntze",tropical dropseed
"SPTE4",,"Sporobolus teretifolius Harper",wireleaf dropseed
"SPVA",,"Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood",poverty dropseed
"SPVAV2",,"Sporobolus vaginiflorus (Torr. ex A. Gray) Alph. Wood var. vaginiflorus ",poverty dropseed
"SPVI3",,"Sporobolus virginicus (L.) Kunth",seashore dropseed
"STGR6",,"Stachydeoma graveolens (Chapm. ex A. Gray) Small",mock pennyroyal
"STAS",,"Stachys aspera Michx.",hyssopleaf hedgenettle
"STCR7",,"Stachys crenata Raf.",mousesear
"STFL4",,"Stachys floridana Shuttlw. ex Benth.",Florida hedgenettle
"STGE",,"Stachys germanica L.",German hedgenettle
"STHY3",,"Stachys hyssopifolia Michx.",hyssopleaf hedgenettle
"STTE",,"Stachys tenuifolia Willd.",smooth hedgenettle
"STJA",,"Stachytarpheta jamaicensis (L.) Vahl",light-blue snakeweed
"STUR",,"Stachytarpheta urticifolia Sims",nettleleaf velvetberry
"STTR",,"Staphylea trifolia L.",American bladdernut
"STHI3",,"Steinchisma hians (Elliott) Nash",gaping grass
"STAL4",,"Stellaria alsine Grimm",bog chickweed
"STME2",,"Stellaria media (L.) Vill.",common chickweed
"STMEM",,"Stellaria media (L.) Vill. ssp. media ",common chickweed
"STPA9",,"Stellaria parva Pedersen",pygmy starwort
"STPR",,"Stellaria prostrata Baldw.",prostrate starwort
"STPU",,"Stellaria pubera Michx.",star chickweed
"STDU",,"Stemodia durantifolia (L.) Sw.",whitewoolly twintip
"STDU2",,"Stenandrium dulce (Cav.) Nees",sweet shaggytuft
"STDUD",,"Stenandrium dulce (Cav.) Nees var. dulce ",sweet shaggytuft
"STDUF",,"Stenandrium dulce (Cav.) Nees var. floridanum A. Gray",sweet shaggytuft
"STGR2",,"Stenanthium gramineum (Ker Gawl.) Morong",eastern featherbells
"STGRG2",,"Stenanthium gramineum (Ker Gawl.) Morong var. gramineum ",eastern featherbells
"STGRM",,"Stenanthium gramineum (Ker Gawl.) Morong var. micranthum Fernald",eastern featherbells
"STNI6",,"Stenaria nigricans (Lam.) Terrell",diamond-flowers
"STNIF",,"Stenaria nigricans (Lam.) Terrell var. floridana (Standl.) Terrell",Florida diamondflowers
"STNIN",,"Stenaria nigricans (Lam.) Terrell var. nigricans ",diamondflowers
"STTE6",,"Stenochlaena tenuifolia (Desv.) T. Moore",giant vine fern
"STLA11",,"Stenorrhynchos lanceolatum (Aubl.) Rich.",leafless beaked lady orchid
"STLAL5",,"Stenorrhynchos lanceolatum (Aubl.) Rich. var. lanceolatum ",leafless beaked lady orchid
"STLAP2",,"Stenorrhynchos lanceolatum (Aubl.) Rich. var. paludicola (Luer) Schrenk",leafless beaked lady orchid
"STSQ2",,"Stenorrhynchos squamulosum (Kunth) Spreng.",lady orchid
"STSE",,"Stenotaphrum secundatum (Walter) Kuntze",St. Augustine grass
"STMA",,"Stewartia malacodendron L.",silky camellia
"STOV",,"Stewartia ovata (Cav.) Weath.",mountain camellia
"STTI",,"Stictocardia tiliifolia (Desr.) Hallier f.",spottedheart
"STAQ2",,"Stillingia aquatica Chapm.",water toothleaf
"STSY",,"Stillingia sylvatica L.",queen's-delight
"STSYS2",,"Stillingia sylvatica L. ssp. sylvatica ",queen's-delight
"STSYT",,"Stillingia sylvatica L. ssp. tenuis (Small) D.J. Rogers",queen's-delight
"STSE3",,"Stipulicida setacea Michx.",pineland scalypink
"STSEL2",,"Stipulicida setacea Michx. var. lacerata C.W. James",pineland scalypink
"STSES",,"Stipulicida setacea Michx. var. setacea ",pineland scalypink
"STLA6",,"Stokesia laevis (Hill) Greene",Stokes' aster
"STGE2",,"Striga gesnerioides (Willd.) Vatke",cowpea witchweed
"STHE9",,"Strophostyles helvola (L.) Elliott",amberique-bean
"STLE6",,"Strophostyles leiosperma (Torr. & A. Gray) Piper",slickseed fuzzybean
"STUM2",,"Strophostyles umbellata (Muhl. ex Willd.) Britton",pink fuzzybean
"STMA4",,"Strumpfia maritima Jacq.",pride of Big Pine
"STSP8",,"Strychnos spinosa Lam.",Natal orange
"STPE15",,"Stuckenia pectinata (L.) Börner",sago pondweed
"STAB",,"Stylisma abdita Myint",showy dawnflower
"STAQ3",,"Stylisma aquatica (Walter) Raf.",water dawnflower
"STHU2",,"Stylisma humistrata (Walter) Chapm.",southern dawnflower
"STPA8",,"Stylisma patens (Desr.) Myint",coastal plain dawnflower
"STPAA",,"Stylisma patens (Desr.) Myint ssp. angustifolia (Nash) Myint",coastal plain dawnflower
"STPAP8",,"Stylisma patens (Desr.) Myint ssp. patens ",coastal plain dawnflower
"STVI6",,"Stylisma villosa (Nash) House",hairy dawnflower
"STCA6",,"Stylodon carneus (Medik.) Moldenke",Carolina false vervain
"STBI2",,"Stylosanthes biflora (L.) Britton, Sterns & Poggenb.",sidebeak pencilflower
"STCA7",,"Stylosanthes calcicola Small",Everglade Key pencilflower
"STHA",,"Stylosanthes hamata (L.) Taubert",cheesytoes
"STAM4",,"Styrax americanus Lam.",American snowbell
"STGR4",,"Styrax grandifolius Aiton",bigleaf snowbell
"SULI",,"Suaeda linearis (Elliott) Moq.",annual seepweed
"SUMA",,"Suaeda maritima (L.) Dumort.",herbaceous seepweed
"SUMAM",,"Suaeda maritima (L.) Dumort. ssp. maritima ",herbaceous seepweed
"SUMA2",,"Suriana maritima L.",bay cedar
"SWMA2",,"Swietenia mahagoni (L.) Jacq.",West Indian mahogany
"SYRO4",,"Syagrus romanzoffiana (Cham.) Glassman",queen palm
"SYOR",,"Symphoricarpos orbiculatus Moench",coralberry
"SYAD",,"Symphyotrichum adnatum (Nutt.) G.L. Nesom",scaleleaf aster
"SYBA5",,"Symphyotrichum bahamense (Britton) G.L. Nesom",Bahaman aster
"SYBR",,"Symphyotrichum bracei (Britton ex Small) G.L. Nesom",Brace's aster
"SYCO3",,"Symphyotrichum concolor (L.) G.L. Nesom",eastern silver aster
"SYCO4",,"Symphyotrichum cordifolium (L.) G.L. Nesom",common blue wood aster
"SYDU2",,"Symphyotrichum dumosum (L.) G.L. Nesom",rice button aster
"SYDUD2",,"Symphyotrichum dumosum (L.) G.L. Nesom var. dumosum ",rice button aster
"SYDUG",,"Symphyotrichum dumosum (L.) G.L. Nesom var. gracilipes (Wiegand) G.L. Nesom",rice button aster
"SYDUS2",,"Symphyotrichum dumosum (L.) G.L. Nesom var. subulifolium (Torr. & A. Gray) G.L. Nesom",rice button aster
"SYEL2",,"Symphyotrichum elliottii (Torr. & A. Gray) G.L. Nesom",Marsh American-Aster
"SYFO3",,"Symphyotrichum fontinale (Alexander) G.L. Nesom",Florida water aster
"SYGE",,"Symphyotrichum georgianum (Alexander) G.L. Nesom",Georgia aster
"SYKR",,"Symphyotrichum kralii G.L. Nesom",Kral's aster
"SYLA3",,"Symphyotrichum laeve (L.) Á. Löve & D. Löve",smooth blue aster
"SYLAC",,"Symphyotrichum laeve (L.) Á. Löve & D. Löve var. concinnum (Willd.) G.L. Nesom",smooth blue aster
"SYLA6",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom",white panicle aster
"SYLAL6",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum ",white panicle aster
"SYLAL5",,"Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. latifolium (Semple & Chmielewski) G.L. Nesom",white panicle aster
"SYLA4",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve",calico aster
"SYLAH5",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. horizontale (Desf.) G.L. Nesom",calico aster
"SYLAL7",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. lateriflorum ",calico aster
"SYLAS",,"Symphyotrichum lateriflorum (L.) Á. Löve & D. Löve var. spatelliforme (Burgess) G.L. Nesom",calico aster
"SYOO",,"Symphyotrichum oolentangiense (Riddell) G.L. Nesom",skyblue aster
"SYOOO",,"Symphyotrichum oolentangiense (Riddell) G.L. Nesom var. oolentangiense ",skyblue aster
"SYPA11",,"Symphyotrichum patens (Aiton) G.L. Nesom",late purple aster
"SYPAG",,"Symphyotrichum patens (Aiton) G.L. Nesom var. gracile (Hook.) G.L. Nesom",late purple aster
"SYPAP2",,"Symphyotrichum patens (Aiton) G.L. Nesom var. patens ",late purple aster
"SYPI2",,"Symphyotrichum pilosum (Willd.) G.L. Nesom",hairy white oldfield aster
"SYPIP3",,"Symphyotrichum pilosum (Willd.) G.L. Nesom var. pilosum ",hairy white oldfield aster
"SYPR5",,"Symphyotrichum praealtum (Poir.) G.L. Nesom",willowleaf aster
"SYPRP",,"Symphyotrichum praealtum (Poir.) G.L. Nesom var. praealtum ",willowleaf aster
"SYPR7",,"Symphyotrichum pratense (Raf.) G.L. Nesom",barrens silky aster
"SYRA5",,"Symphyotrichum racemosum (Elliott) G.L. Nesom",smooth white oldfield aster
"SYSH",,"Symphyotrichum shortii (Lindl.) G.L. Nesom",Short's aster
"SYSI3",,"Symphyotrichum simmondsii (Small) G.L. Nesom",Simmonds' aster
"SYSQ",,"Symphyotrichum squamatum (Spreng.) G.L. Nesom",southeastern annual saltmarsh aster
"SYSU5",,"Symphyotrichum subulatum (Michx.) G.L. Nesom",eastern annual saltmarsh aster
"SYTE6",,"Symphyotrichum tenuifolium (L.) G.L. Nesom",perennial saltmarsh aster
"SYUN",,"Symphyotrichum undulatum (L.) G.L. Nesom",wavyleaf aster
"SYUR",,"Symphyotrichum urophyllum (Lindl.) G.L. Nesom",white arrowleaf aster
"SYWA",,"Symphyotrichum walteri (Alexander) G.L. Nesom",Walter's aster
"SYTI",,"Symplocos tinctoria (L.) L'Hér.",common sweetleaf
"SYNO",,"Synedrella nodiflora (L.) Gaertn.",nodeweed
"SYFL",,"Syngonanthus flavidulus (Michx.) Ruhl.",yellow hatpins
"SYAN",,"Syngonium angustatum Schott",fivefingers
"SYPO",,"Syngonium podophyllum Schott",American evergreen
"SYCU",,"Syzygium cumini (L.) Skeels",Java plum
"SYJA",,"Syzygium jambos (L.) Alston",Malabar plum
"TAAU2",,"Tabebuia aurea (Manso) Benth. & Hook. f. ex S. Moore",Caribbean trumpet-tree
"TAHE",,"Tabebuia heterophylla (DC.) Britton",white cedar
"TAAL4",,"Tabernaemontana alba Mill.",white milkwood
"TADI5",,"Tabernaemontana divaricata (L.) R. Br. ex Roem. & Schult.",pinwheelflower
"TAER",,"Tagetes erecta L.",Aztec marigold
"TAMI3",,"Tagetes minuta L.",muster John Henry
"TAPA2",,"Talinum paniculatum (Jacq.) Gaertn.",jewels of Opar
"TATR2",,"Talinum triangulare (Jacq.) Willd.",Ceylon spinach
"TAIN2",,"Tamarindus indica L.",tamarind
"TAPA4",,"Tamarix parviflora DC.",smallflower tamarisk
"TALA2",,"Taraxacum laevigatum (Willd.) DC.",rock dandelion
"TAOF",,"Taraxacum officinale F.H. Wigg.",common dandelion
"TAOFO",,"Taraxacum officinale F.H. Wigg. ssp. officinale ",common dandelion
"TAAS",,"Taxodium ascendens Brongn.",pond cypress
"TADI2",,"Taxodium distichum (L.) Rich.",bald cypress
"TAFL",,"Taxus floridana Nutt. ex Chapm.",Florida yew
"TECA8",,"Tecoma capensis (Thunb.) Lindl.",Cape honeysuckle
"TEST",,"Tecoma stans (L.) Juss. ex Kunth",yellow trumpetbush
"TEAM",,"Tectaria ×amesiana A.A. Eaton (pro sp.) [coriandrifolia × fimbriata]",halberd fern
"TECO3",,"Tectaria coriandrifolia (Sw.) Underw.",Hattie Bauer's halberd fern
"TEFI3",,"Tectaria fimbriata (Willd.) Proctor & Lourteig",least halberd fern
"TEHE",,"Tectaria heracleifolia (Willd.) Underw.",broad halberd fern
"TEIN",,"Tectaria incisa Cav.",incised halberd fern
"TEFL2",,"Tephrosia ×floridana (Vail) Isely [chrysophylla × florida]",hoarypea
"TEAN",,"Tephrosia angustissima Shuttlw. ex Chapm.",narrowleaf hoarypea
"TEANA",,"Tephrosia angustissima Shuttlw. ex Chapm. var. angustissima ",narrowleaf hoarypea
"TEANC",,"Tephrosia angustissima Shuttlw. ex Chapm. var. corallicola (Small) Isely",narrowleaf hoarypea
"TEANC2",,"Tephrosia angustissima Shuttlw. ex Chapm. var. curtissii (Small ex Rydb.) Isely",Curtiss' hoarypea
"TECH",,"Tephrosia chrysophylla Pursh",scurf hoarypea
"TEFL",,"Tephrosia florida (F.G. Dietr.) C.E. Wood",Florida hoarypea
"TEHI2",,"Tephrosia hispidula (Michx.) Pers.",sprawling hoarypea
"TEMO3",,"Tephrosia mohrii (Rydb.) Godfrey",pineland hoarypea
"TERU",,"Tephrosia rugelii Shuttlw. ex B.L. Rob.",Rugel's hoarypea
"TESP",,"Tephrosia spicata (Walter) Torr. & A. Gray",spiked hoarypea
"TEVI",,"Tephrosia virginiana (L.) Pers.",Virginia tephrosia
"TECA",,"Terminalia catappa L.",tropical almond
"TEMU2",,"Terminalia muelleri Benth.",Australian almond
"TETE3",,"Tetragonia tetragonioides (Pall.) Kuntze",New Zealand spinach
"TEHE2",,"Tetragonotheca helianthoides L.",pineland nerveray
"TEPA3",,"Tetrapanax papyrifer (Hook.) K. Koch",rice-paper plant
"TEBI",,"Tetrazygia bicolor (Mill.) Cogn.",Florida clover ash
"TECA3",,"Teucrium canadense L.",Canada germander
"TECAC",,"Teucrium canadense L. var. canadense ",Canada germander
"TECAH",,"Teucrium canadense L. var. hypoleucum Griseb.",Canada germander
"THTE6",,"Thalassia testudinum Banks & Sol. ex Koenig",turtlegrass
"THGE2",,"Thalia geniculata L.",bent alligator-flag
"THCO5",,"Thalictrum cooleyi H.E. Ahles",Cooley's meadow-rue
"THMA4",,"Thalictrum macrostylum Small & A. Heller",piedmont meadow-rue
"THRE",,"Thalictrum revolutum DC.",waxyleaf meadow-rue
"THTH2",,"Thalictrum thalictroides (L.) Eames & B. Boivin",rue anemone
"THBA",,"Thaspium barbinode (Michx.) Nutt.",hairyjoint meadowparsnip
"THTR",,"Thaspium trifoliatum (L.) A. Gray",purple meadowparsnip
"THTRA",,"Thaspium trifoliatum (L.) A. Gray var. aureum (L.) Britton",purple meadowparsnip
"THTRT",,"Thaspium trifoliatum (L.) A. Gray var. trifoliatum ",purple meadowparsnip
