Search type: State
Accepted Symbol,Synonym,Scientific Name,Common Name
"AERU",,"Aeschynomene rudis Benth.",zigzag jointvetch
"AEVI",,"Aeschynomene viscidula Michx.",sticky jointvetch
"AEBU",,"Aesculus ×bushii C.K. Schneid. (pro sp.) [glabra × pavia]",buckeye
"AEGL",,"Aesculus glabra Willd.",Ohio buckeye
"AEGLA",,"Aesculus glabra Willd. var. arguta (Buckley) B.L. Rob.",Ohio buckeye
"AEGLG",,"Aesculus glabra Willd. var. glabra ",Ohio buckeye
"AEPA",,"Aesculus pavia L.",red buckeye
"AEPAF",,"Aesculus pavia L. var. flavescens (Sarg.) Correll",red buckeye
"AEPAP",,"Aesculus pavia L. var. pavia ",red buckeye
"AGAS2",,"Agalinis aspera (Douglas ex Benth.) Britton",tall false foxglove
"AGAU3",,"Agalinis auriculata (Michx.) S.F. Blake",earleaf false foxglove
"AGCA7",,"Agalinis calycina Pennell",leoncita false foxglove
"AGDE6",,"Agalinis densiflora (Benth.) S.F. Blake",Osage false foxglove
"AGED",,"Agalinis edwardsiana Pennell",plateau false foxglove
"AGFA2",,"Agalinis fasciculata (Elliott) Raf.",beach false foxglove
"AGGA",,"Agalinis gattingeri (Small) Small",roundstem false foxglove
"AGHE4",,"Agalinis heterophylla (Nutt.) Small ex Britton",prairie false foxglove
"AGHO4",,"Agalinis homalantha Pennell",San Antonio false foxglove
"AGMA3",,"Agalinis maritima (Raf.) Raf.",saltmarsh false foxglove
"AGMAG",,"Agalinis maritima (Raf.) Raf. var. grandiflora (Benth.) Shinners",saltmarsh false foxglove
"AGNA",,"Agalinis navasotensis M. Dubrule & J. Canne-Hilliker",Navasota false foxglove
"AGOL",,"Agalinis oligophylla Pennell",ridgestem false foxglove
"AGPU4",,"Agalinis pulchella Pennell",St. Mark's false foxglove
"AGPU5",,"Agalinis purpurea (L.) Pennell",purple false foxglove
"AGST4",,"Agalinis strictifolia (Benth.) Pennell",stiffleaf false foxglove
"AGTE3",,"Agalinis tenuifolia (Vahl) Raf.",slenderleaf false foxglove
"AGTEL",,"Agalinis tenuifolia (Vahl) Raf. var. leucanthera (Raf.) Pennell",slenderleaf false foxglove
"AGTEM",,"Agalinis tenuifolia (Vahl) Raf. var. macrophylla (Benth.) S.F. Blake",slenderleaf false foxglove
"AGTEP2",,"Agalinis tenuifolia (Vahl) Raf. var. parviflora (Nutt.) Pennell",slenderleaf false foxglove
"AGVI5",,"Agalinis viridis (Small) Pennell",green false foxglove
"AGCA",,"Agastache cana (Hook.) Wooton & Standl.",mosquito plant
"AGMI",,"Agastache micrantha (A. Gray) Wooton & Standl.",white giant hyssop
"AGPA",,"Agastache pallidiflora (A. Heller) Rydb.",Bill Williams Mountain giant hyssop
"AGPAN",,"Agastache pallidiflora (A. Heller) Rydb. ssp. neomexicana (Briq.) Lint & Epling",Bill Williams Mountain giant hyssop
"AGPAH3",,"Agastache pallidiflora (A. Heller) Rydb. ssp. neomexicana (Briq.) Lint & Epling var. havardii (A. Gray) R.W. Sanders",Bill Williams Mountain giant hyssop
"AGAM",,"Agave americana L.",American century plant
"AGAMA",,"Agave americana L. ssp. americana ",American century plant
"AGAMA2",,"Agave americana L. ssp. americana var. americana ",American century plant
"AGAMP",,"Agave americana L. ssp. protamericana Gentry",American century plant
"AGAS3",,"Agave asperrima Jacobi",rough century plant
"AGGL2",,"Agave glomeruliflora (Engelm.) A. Berger",Chisos Mountain century plant
"AGGR4",,"Agave gracilipes Trel.",slimfoot century plant
"AGHA",,"Agave havardiana Trel.",Havard's century plant
"AGLE",,"Agave lechuguilla Torr.",lechuguilla
"AGPA4",,"Agave parryi Engelm.",Parry's agave
"AGPAN6",,"Agave parryi Engelm. ssp. neomexicana (Wooton & Standl.) Ullrich",Parry's agave
"AGPAP5",,"Agave parryi Engelm. ssp. parryi ",Parry's agave
"AGUN2",,"Agave univittata Haw.",McKelvey's century plant
"AGWE",,"Agave weberi Cels ex Poisson",Weber's century plant
"AGCL3",,"Agdestis clematidea Moc. & Sessé ex DC.",rockroot
"AGAL5",,"Ageratina altissima (L.) R.M. King & H. Rob.",white snakeroot
"AGALA",,"Ageratina altissima (L.) R.M. King & H. Rob. var. altissima ",white snakeroot
"AGALA2",,"Ageratina altissima (L.) R.M. King & H. Rob. var. angustata (A. Gray) Clewell & Wooten",white snakeroot
"AGHA4",,"Ageratina havanensis (Kunth) R.M. King & H. Rob.",Havana snakeroot
"AGHE5",,"Ageratina herbacea (A. Gray) R.M. King & H. Rob.",fragrant snakeroot
"AGRO5",,"Ageratina rothrockii (A. Gray) R.M. King & H. Rob.",Rothrock's snakeroot
"AGWR2",,"Ageratina wrightii (A. Gray) R.M. King & H. Rob.",Wright's snakeroot
"AGCO2",,"Ageratum corymbosum Zuccagni ex Pers.",flat-top whiteweed
"AGIN3",,"Agrimonia incisa Torr. & A. Gray",incised agrimony
"AGMI2",,"Agrimonia microcarpa Wallr.",smallfruit agrimony
"AGPA6",,"Agrimonia parviflora Aiton",harvestlice
"AGRO3",,"Agrimonia rostellata Wallr.",beaked agrimony
"AGCR",,"Agropyron cristatum (L.) Gaertn.",crested wheatgrass
"AGCRP8",,"Agropyron cristatum (L.) Gaertn. ssp. pectinatum (M. Bieb.) Tzvelev",crested wheatgrass
"AGDE2",,"Agropyron desertorum (Fisch. ex Link) Schult.",desert wheatgrass
"AGGI",,"Agrostemma githago L.",common corncockle
"AGAV",,"Agrostis avenacea J.F. Gmel.",Pacific bentgrass
"AGEL4",,"Agrostis elliottiana Schult.",Elliott's bentgrass
"AGEX",,"Agrostis exarata Trin.",spike bentgrass
"AGGI2",,"Agrostis gigantea Roth",redtop
"AGHY",,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.",winter bentgrass
"AGPE",,"Agrostis perennans (Walter) Tuck.",upland bentgrass
"AGSC5",,"Agrostis scabra Willd.",rough bentgrass
"AGST2",,"Agrostis stolonifera L.",creeping bentgrass
"AIAL",,"Ailanthus altissima (Mill.) Swingle",tree of heaven
"AICA",,"Aira caryophyllea L.",silver hairgrass
"AICAC2",,"Aira caryophyllea L. var. caryophyllea ",silver hairgrass
"AIEL4",,"Aira elegans Willd. ex Kunth",annual silver hairgrass
"AJRE",,"Ajuga reptans L.",common bugle
"ALJU",,"Albizia julibrissin Durazz.",silktree
"ALLE",,"Albizia lebbeck (L.) Benth.",woman's tongue
"ALRO3",,"Alcea rosea L.",hollyhock
"ALAC2",,"Aletes acaulis (Torr.) J.M. Coult. & Rose",stemless Indian parsley
"ALFI3",,"Aletes filifolius Mathias, Constance & W.L. Theobald",Trans-Pecos Indian parsley
"ALAU",,"Aletris aurea Walter",golden colicroot
"ALFA2",,"Aletris farinosa L.",white colicroot
"ALMA12",,"Alhagi maurorum Medik.",camelthorn
"ALSU",,"Alisma subcordatum Raf.",American water plantain
"ALOC2",,"Allenrolfea occidentalis (S. Watson) Kuntze",iodinebush
"ALCH",,"Allionia choisyi Standl.",annual windmills
"ALIN",,"Allionia incarnata L.",trailing windmills
"ALINI",,"Allionia incarnata L. var. incarnata ",trailing windmills
"ALAM",,"Allium ampeloprasum L.",broadleaf wild leek
"ALCA3",,"Allium canadense L.",meadow garlic
"ALCAC",,"Allium canadense L. var. canadense ",meadow garlic
"ALCAE",,"Allium canadense L. var. ecristatum (M.E. Jones) Ownbey",meadow garlic
"ALCAF",,"Allium canadense L. var. fraseri Ownbey",Fraser meadow garlic
"ALCAH",,"Allium canadense L. var. hyacinthoides (Bush) Ownbey & Aase",hyacinth meadow garlic
"ALCAM",,"Allium canadense L. var. mobilense (Regel) Ownbey",meadow garlic
"ALCE",,"Allium cepa L.",garden onion
"ALCE2",,"Allium cernuum Roth",nodding onion
"ALCEC2",,"Allium cernuum Roth var. cernuum ",nodding onion
"ALCEN",,"Allium cernuum Roth var. neomexicanum (Rydb.) J.F. Macbr.",New Mexican nodding onion
"ALCO",,"Allium coryi M.E. Jones",yellowflower onion
"ALDR",,"Allium drummondii Regel",Drummond's onion
"ALEL",,"Allium elmendorfii M.E. Jones ex Ownbey",Elmendorf's onion
"ALGE",,"Allium geyeri S. Watson",Geyer's onion
"ALGEG",,"Allium geyeri S. Watson var. geyeri ",Geyer's onion
"ALGL",,"Allium glandulosum Link & Otto",gland onion
"ALKU",,"Allium kunthii G. Don",Kunth's onion
"ALMA4",,"Allium macropetalum Rydb.",largeflower onion
"ALPE2",,"Allium perdulce S.V. Fraser",plains onion
"ALPEP",,"Allium perdulce S.V. Fraser var. perdulce ",plains onion
"ALPES",,"Allium perdulce S.V. Fraser var. sperryi Ownbey",Sperry's onion
"ALPO2",,"Allium porrum L.",garden leek
"ALRU",,"Allium runyonii Ownbey",Runyon's onion
"ALST",,"Allium stellatum Fraser ex Ker Gawl.",autumn onion
"ALTE3",,"Allolepis texana (Vasey) Söderst. & Decker",Texas salt
"ALHO4",,"Allowissadula holosericea (Scheele) D.M. Bates",Chisos Mountain false Indianmallow
"ALLO2",,"Allowissadula lozanii (Rose) D.M. Bates",Lozano's false Indianmallow
"ALSE2",,"Alnus serrulata (Aiton) Willd.",hazel alder
"ALMA11",,"Alocasia macrorrhizos (L.) G. Don",giant taro
"ALVE2",,"Aloe vera (L.) Burm. f.",Barbados aloe
"ALCA4",,"Alopecurus carolinianus Walter",Carolina foxtail
"ALGE2",,"Alopecurus geniculatus L.",water foxtail
"ALGEG4",,"Alopecurus geniculatus L. var. geniculatus ",water foxtail
"ALMY",,"Alopecurus myosuroides Huds.",slender meadow foxtail
"ALDR2",,"Alophia drummondii (Graham) R.C. Foster",propeller flower
"ALGR2",,"Aloysia gratissima (Gillies & Hook.) Troncoso",whitebrush
"ALGRG",,"Aloysia gratissima (Gillies & Hook.) Troncoso var. gratissima ",whitebrush
"ALGRS",,"Aloysia gratissima (Gillies & Hook.) Troncoso var. schulziae (Standl.) L.D. Benson",whitebrush
"ALMA9",,"Aloysia macrostachya (Torr.) Moldenke",Rio Grande beebrush
"ALWR",,"Aloysia wrightii (A. Gray) A. Heller",Wright's beebrush
"ALBE",,"Alternanthera bettzichiana (Regel) Voss",calicoplant
"ALCA5",,"Alternanthera caracasana Kunth",washerwoman
"ALFL5",,"Alternanthera flavogrisea Urb.",hairy joyweed
"ALPA17",,"Alternanthera paronychioides A. St.-Hil.",smooth joyweed
"ALPAP",,"Alternanthera paronychioides A. St.-Hil. var. paronychioides ",smooth joyweed
"ALPH",,"Alternanthera philoxeroides (Mart.) Griseb.",alligatorweed
"ALPU3",,"Alternanthera pungens Kunth",khakiweed
"ALSE4",,"Alternanthera sessilis (L.) R. Br. ex DC.",sessile joyweed
"ALVA2",,"Alysicarpus vaginalis (L.) DC.",white moneywort
"AMTE9",,"Amaranthus ×texensis Henrickson [scleropoides × crassipes]",pigweed
"AMAC",,"Amaranthus acanthochiton Sauer",greenstripe
"AMAL",,"Amaranthus albus L.",prostrate pigweed
"AMAR",,"Amaranthus arenicola I.M. Johnst.",sandhill amaranth
"AMAU",,"Amaranthus australis (A. Gray) Sauer",southern amaranth
"AMBI",,"Amaranthus bigelovii Uline & Bray",Bigelow's amaranth
"AMBL",,"Amaranthus blitoides S. Watson",mat amaranth
"AMBL2",,"Amaranthus blitum L.",purple amaranth
"AMBLP",,"Amaranthus blitum L. var. pseudogracilis (Thell.) Costea",purple amaranth
"AMCA",,"Amaranthus californicus (Moq.) S. Watson",California amaranth
"AMCR",,"Amaranthus crassipes Schltdl.",spreading amaranth
"AMCRC",,"Amaranthus crassipes Schltdl. var. crassipes ",spreading amaranth
"AMCRW",,"Amaranthus crassipes Schltdl. var. warnockii Henrickson",spreading amaranth
"AMCR4",,"Amaranthus cruentus L.",red amaranth
"AMFI",,"Amaranthus fimbriatus (Torr.) Benth. ex S. Watson",fringed amaranth
"AMGR2",,"Amaranthus greggii S. Watson",Gregg's amaranth
"AMHY",,"Amaranthus hybridus L.",slim amaranth
"AMHY2",,"Amaranthus hypochondriacus L.",Prince-of-Wales feather
"AMOB",,"Amaranthus obcordatus (A. Gray) Standl.",Trans-Pecos amaranth
"AMPA",,"Amaranthus palmeri S. Watson",carelessweed
"AMPO",,"Amaranthus polygonoides L.",tropical amaranth
"AMPO2",,"Amaranthus powellii S. Watson",Powell's amaranth
"AMPOP",,"Amaranthus powellii S. Watson ssp. powellii ",Powell's amaranth
"AMRE",,"Amaranthus retroflexus L.",redroot amaranth
"AMSC",,"Amaranthus scleropoides Uline & Bray",bonebract amaranth
"AMSP",,"Amaranthus spinosus L.",spiny amaranth
"AMTA",,"Amaranthus tamaulipensis Henrickson",Tamaulipas amaranth
"AMTO6",,"Amaranthus torreyi (A. Gray) Benth. ex S. Watson",Torrey's amaranthus
"AMTU",,"Amaranthus tuberculatus (Moq.) Sauer",roughfruit amaranth
"AMVI",,"Amaranthus viridis L.",slender amaranth
"AMWR",,"Amaranthus wrightii S. Watson",Wright's amaranth
"AMSE",,"Amblyolepis setigera DC.",huisache daisy
"AMAC2",,"Ambrosia acanthicarpa Hook.",flatspine bur ragweed
"AMAR2",,"Ambrosia artemisiifolia L.",annual ragweed
"AMARE",,"Ambrosia artemisiifolia L. var. elatior (L.) Descourtils",annual ragweed
"AMARP",,"Ambrosia artemisiifolia L. var. paniculata (Michx.) Blank.",annual ragweed
"AMBI2",,"Ambrosia bidentata Michx.",lanceleaf ragweed
"AMCH2",,"Ambrosia cheiranthifolia A. Gray",Rio Grande ragweed
"AMCO3",,"Ambrosia confertiflora DC.",weakleaf bur ragweed
"AMGR5",,"Ambrosia grayi (A. Nelson) Shinners",woollyleaf bur ragweed
"AMPS",,"Ambrosia psilostachya DC.",Cuman ragweed
"AMTO3",,"Ambrosia tomentosa Nutt.",skeletonleaf bur ragweed
"AMTR",,"Ambrosia trifida L.",great ragweed
"AMTRT",,"Ambrosia trifida L. var. texana Scheele",Texan great ragweed
"AMTRT2",,"Ambrosia trifida L. var. trifida ",great ragweed
"AMAR3",,"Amelanchier arborea (Michx. f.) Fernald",common serviceberry
"AMARA4",,"Amelanchier arborea (Michx. f.) Fernald var. arborea ",common serviceberry
"AMUT",,"Amelanchier utahensis Koehne",Utah serviceberry
"AMUTU",,"Amelanchier utahensis Koehne var. utahensis ",Utah serviceberry
"AMAU2",,"Ammannia auriculata Willd.",eared redstem
"AMCO",,"Ammannia coccinea Rottb.",valley redstem
"AMLA3",,"Ammannia latifolia L.",pink redstem
"AMRO3",,"Ammannia robusta Heer & Regel",grand redstem
"AMMA",,"Ammi majus L.",large bullwort
"AMVI2",,"Ammi visnaga (L.) Lam.",toothpickweed
"AMCH3",,"Ammocodon chenopodioides (A. Gray) Standl.",goosefoot moonpod
"AMBU",,"Ammoselinum butleri (Engelm. ex S. Watson) J.M. Coult. & Rose",Butler's sandparsley
"AMPO4",,"Ammoselinum popei Torr. & A. Gray",plains sandparsley
"AMWR2",,"Amoreuxia wrightii A. Gray",Wright's yellowshow
"AMCA6",,"Amorpha canescens Pursh",leadplant
"AMFR",,"Amorpha fruticosa L.",false indigo bush
"AMLA2",,"Amorpha laevigata Nutt.",smooth false indigo
"AMPA4",,"Amorpha paniculata Torr. & A. Gray",panicled false indigo
"AMRO2",,"Amorpha roemeriana Scheele",Roemer's false indigo
"AMCO2",,"Ampelopsis cordata Michx.",heartleaf peppervine
"AMAM3",,"Amphiachyris amoena (Shinners) Solbrig",Texas broomweed
"AMDR",,"Amphiachyris dracunculoides (DC.) Nutt.",prairie broomweed
"AMBR2",,"Amphicarpaea bracteata (L.) Fernald",American hogpeanut
"AMBRB",,"Amphicarpaea bracteata (L.) Fernald var. bracteata ",American hogpeanut
"AMBRC",,"Amphicarpaea bracteata (L.) Fernald var. comosa ",American hogpeanut
"AMLY",,"Amsinckia lycopsoides Lehm.",tarweed fiddleneck
"AMME",,"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr.",Menzies' fiddleneck
"AMMEI2",,"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders",common fiddleneck
"AMMEM2",,"Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. menziesii ",Menzies' fiddleneck
"AMCI",,"Amsonia ciliata Walter",fringed bluestar
"AMCIC",,"Amsonia ciliata Walter var. ciliata ",fringed bluestar
"AMCIT",,"Amsonia ciliata Walter var. tenuifolia (Raf.) Woodson",fringed bluestar
"AMCIT2",,"Amsonia ciliata Walter var. texana (A. Gray) J.M. Coult.",Texas bluestar
"AMIL",,"Amsonia illustris Woodson",Ozark bluestar
"AMLO",,"Amsonia longiflora Torr.",tubular bluestar
"AMLOL",,"Amsonia longiflora Torr. var. longiflora ",tubular bluestar
"AMLOS",,"Amsonia longiflora Torr. var. salpignantha (Woodson) S.P. McLaughlin",tubular bluestar
"AMPA5",,"Amsonia palmeri A. Gray",Palmer's bluestar
"AMRE3",,"Amsonia repens Shinners",creeping bluestar
"AMTA2",,"Amsonia tabernaemontana Walter",eastern bluestar
"AMTAS",,"Amsonia tabernaemontana Walter var. salicifolia (Pursh) Woodson",eastern bluestar
"AMTAT",,"Amsonia tabernaemontana Walter var. tabernaemontana ",eastern bluestar
"AMTH",,"Amsonia tharpii Woodson",feltleaf bluestar
"AMTO2",,"Amsonia tomentosa Torr. & Frém.",woolly bluestar
"AMTOS",,"Amsonia tomentosa Torr. & Frém. var. stenophylla Kearney & Peebles",woolly bluestar
"AMMA3",,"Amyris madrensis S. Watson",mountain torchwood
"AMTE4",,"Amyris texana (Buckley) P. Wilson",Texas torchwood
"ANAR",,"Anagallis arvensis L.",scarlet pimpernel
"ANARA7",,"Anagallis arvensis L. ssp. arvensis ",scarlet pimpernel
"ANMI4",,"Anagallis minima (L.) Krause",chaffweed
"ANMA",,"Anaphalis margaritacea (L.) Benth.",western pearly everlasting
"ANAZ",,"Anchusa azurea Mill.",Italian bugloss
"ANBR17",,"Ancistrocactus brevihamatus (Engelm.) Britton & Rose",shorthook fishhook cactus
"ANBRB",,"Ancistrocactus brevihamatus (Engelm.) Britton & Rose var. brevihamatus ",shorthook fishhook cactus
"ANBRP",,"Ancistrocactus brevihamatus (Engelm.) Britton & Rose var. pallidus A.D. Zimmerman ex A.M. Powell",shorthook fishhook cactus
"ANSC",,"Ancistrocactus scheeri (Salm-Dyck) Britton & Rose",Scheer's fishhook cactus
"ANTO3",,"Ancistrocactus tobuschii (W.T. Marshall) W.T. Marshall ex Backeb.",shorthook fishhook cactus
"ANCA4",,"Andropogon capillipes Nash",chalky bluestem
"ANGE",,"Andropogon gerardii Vitman",big bluestem
"ANGL10",,"Andropogon glaucopsis Elliott",purple bluestem
"ANGL2",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",bushy bluestem
"ANGLH",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. hirsutior (Hack.) C. Mohr",bushy bluestem
"ANGLP",,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb. var. pumilus Vasey ex L.H. Dewey",bushy bluestem
"ANGY2",,"Andropogon gyrans Ashe",Elliott's bluestem
"ANGYG",,"Andropogon gyrans Ashe var. gyrans ",Elliott's bluestem
"ANGYS",,"Andropogon gyrans Ashe var. stenophyllus (Hack.) C.S. Campbell",Elliott's bluestem
"ANHA",,"Andropogon hallii Hack.",sand bluestem
"ANTE2",,"Andropogon ternarius Michx.",splitbeard bluestem
"ANTET",,"Andropogon ternarius Michx. var. ternarius ",splitbeard bluestem
"ANVI2",,"Andropogon virginicus L.",broomsedge bluestem
"ANVIV",,"Andropogon virginicus L. var. virginicus ",broomsedge bluestem
"ANOC2",,"Androsace occidentalis Pursh",western rockjasmine
"ANSE4",,"Androsace septentrionalis L.",pygmyflower rockjasmine
"ANSEG2",,"Androsace septentrionalis L. ssp. glandulosa (Wooton & Standl.) G.T. Robbins",pygmyflower rockjasmine
"ANCO9",,"Androstephium coeruleum (Scheele) Greene",blue funnel lily
"ANME",,"Anemia mexicana Klotzsch",Mexican fern
"ANBE",,"Anemone berlandieri Pritz.",tenpetal thimbleweed
"ANCA9",,"Anemone caroliniana Walter",Carolina anemone
"ANED2",,"Anemone edwardsiana Tharp",Edwards Plateau thimbleweed
"ANEDE",,"Anemone edwardsiana Tharp var. edwardsiana ",Edwards Plateau thimbleweed
"ANEDP",,"Anemone edwardsiana Tharp var. petraea Correll",Edwards Plateau thimbleweed
"ANTU",,"Anemone tuberosa Rydb.",tuber anemone
"ANTUT",,"Anemone tuberosa Rydb. var. texana Enquist & Crozier",tuber anemone
"ANTUT2",,"Anemone tuberosa Rydb. var. tuberosa ",tuber anemone
"ANCA10",,"Anemopsis californica (Nutt.) Hook. & Arn.",yerba mansa
"ANGR2",,"Anethum graveolens L.",dill
"ANLI3",,"Anisacanthus linearis (Hagen) Henrickson & Lott",narrowleaf desert honeysuckle
"ANPU6",,"Anisacanthus puberulus (Torr.) Henrickson & Lott",dwarf desert honeysuckle
"ANQU2",,"Anisacanthus quadrifidus (Vahl) Nees",Wright's desert honeysuckle
"ANQUW",,"Anisacanthus quadrifidus (Vahl) Nees var. wrightii (Torr.) Henrickson",Wright's desert honeysuckle
"ANCR",,"Anoda crenatiflora Ortega",thicket anoda
"ANCR2",,"Anoda cristata (L.) Schltdl.",crested anoda
"ANLA4",,"Anoda lanceolata Hook. & Arn.",lanceleaf anoda
"ANPE4",,"Anoda pentaschista A. Gray",field anoda
"ANCO6",,"Anredera cordifolia (Ten.) Steenis",heartleaf madeiravine
